RepID,Drought or Watered,Genotype,SoilLocation,SoilHabitat,Block,Germination,GerminationDate,Harvest Date,Timepoint,Height_Jan29,Height_Feb5,Height_Feb12,Height_Feb19,GrowthRate1,GrowthRate2,GrowthRate3,GrowthRate4,AvgGrowthRate,CCI_Feb3,CCI_Feb17,FirstFreshRootWeight,FirstDryRootWeight,RootMassRate1,FirstDryShootWeight,ShootMassRate1,SecondFreshRootWeight,SecondDryRootWeight,RootMassRate2,SecondDryShootWeight,ShootMassRate2,ThirdFreshRootWeight,ThirdDryShootWeight,ThirdDryRootWeight,RootMassRate,ShootMassRate,TotalMassRate,RootShootRatio
364,W,Mo17,KNZ,Native,M,Y,1/27/2020,2/10/2020,early,6,20.75,,,2,2.075,,,2.0375,14.1,,2.36,0.56,0.04,0.13,0.009285714,,,,,,,,,0.04,0.009285714,0.049285714,4.30769244
365,D,B73,SVR,Agriculture,N,Y,1/27/2020,2/10/2020,early,7,8,,,2.333333333,0.8,,,1.566666667,9.4,,0.78,0.25,0.017857143,0.04,0.002857143,,,,,,,,,0.017857143,0.002857143,0.020714286,6.249999738
366,W,B73,SVR,Agriculture,N,Y,1/24/2020,2/10/2020,early,10.25,22.5,,,1.708333333,1.730769231,,,1.719551282,2.4,,1.43,0.22,0.012941176,0.12,0.007058824,,,,,,,,,0.012941176,0.007058824,0.02,1.833333144
367,D,Mo17,SVR,Agriculture,N,Y,1/29/2020,3/4/2020,late,2,9,16,17.75,2,1.125,1.066666667,0.806818182,1.249621212,29.8,12.7,,,,,,,,,,,0.94,0.166,0.167,0.004771429,0.004742857,0.009514286,1.006024096
368,W,Mo17,SVR,Agriculture,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
369,D,B73,SVR,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
370,W,B73,SVR,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
371,D,Mo17,SVR,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
372,W,Mo17,SVR,Native,N,Y,1/27/2020,3/4/2020,late,5.75,10.5,13.75,21.25,1.916666667,1.05,0.808823529,0.885416667,1.165226716,14.3,10.6,,,,,,,,,,,1.88,0.287,0.178,0.004810811,0.007756757,0.012567568,0.620209059
373,D,B73,SVR,Native,N,Y,1/29/2020,3/4/2020,late,3,12.75,16.75,19,3,1.59375,1.116666667,0.863636364,1.643513258,1.2,3.9,,,,,,,,,,,0.97,0.174,0.216,0.006171429,0.004971429,0.011142857,1.24137931
374,W,B73,TLI,Agriculture,N,Y,1/24/2020,3/4/2020,late,8,20.5,29,33.75,1.333333333,1.576923077,1.45,1.25,1.402564103,10.3,15.3,,,,,,,,,,,2.7,0.49,0.343,0.008575,0.01225,0.020825,0.7
375,D,Mo17,TLI,Agriculture,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
376,W,Mo17,TLI,Agriculture,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
377,D,B73,TLI,Native,N,Y,1/27/2020,3/4/2020,late,4.5,8.25,14.5,15.5,1.5,0.825,0.852941176,0.645833333,0.955943627,1.6,6.7,,,,,,,,,,,1.29,0.179,0.144,0.003891892,0.004837838,0.00872973,0.804469274
378,W,B73,TLI,Native,N,Y,1/24/2020,3/4/2020,late,8,19.25,26.5,31,1.333333333,1.480769231,1.325,1.148148148,1.321812678,1.5,10,,,,,,,,,,,1.83,0.331,0.173,0.004325,0.008275,0.0126,0.52265861
379,D,Mo17,TLI,Native,N,Y,1/27/2020,3/4/2020,late,4.25,8,12.5,16.5,1.416666667,0.8,0.735294118,0.6875,0.909865196,21.5,13.1,,,,,,,,,,,1.76,0.188,0.321,0.008675676,0.005081081,0.005081081,0
380,W,Mo17,TLI,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
381,D,B73,KNZ,Native,N,Y,1/27/2020,2/10/2020,early,6,6.75,,,2,0.675,,,1.3375,29.8,,0.71,0.170258,0.012161286,0.02,0.001428571,,,,,,,,,0.012161286,0.001428571,0.013589857,8.512902754
382,W,B73,KNZ,Native,N,Y,1/24/2020,3/4/2020,late,8.25,20,28.75,29.75,1.375,1.538461538,1.4375,1.101851852,1.363203348,9.7,6.9,,,,,,,,,,,1.64,0.486,0.232,0.0058,0.01215,0.01795,0.477366255
383,D,Mo17,KNZ,Native,N,Y,1/29/2020,3/4/2020,late,2.75,9,13.75,14.75,2.75,1.125,0.916666667,0.670454545,1.365530303,5.5,9.3,,,,,,,,,,,1.12,0.132,0.135,0.003857143,0.003771429,0.007628571,1.022727273
384,W,Mo17,KNZ,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
385,D,B73,HAY,Native,N,Y,1/24/2020,3/4/2020,late,7,10,13.75,19.5,1.166666667,0.769230769,0.6875,0.722222222,0.836404915,1.1,9.9,,,,,,,,,,,0.92,0.175,0.16,0.004,0.004375,0.008375,0.914285714
386,W,B73,HAY,Native,N,Y,1/24/2020,3/4/2020,late,7.5,18.75,29,29.5,1.25,1.442307692,1.45,1.092592593,1.308725071,29.9,7.9,,,,,,,,,,,1.9,0.38,0.244,0.0061,0.0095,0.0156,0.642105263
387,D,Mo17,HAY,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
388,W,Mo17,HAY,Native,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
389,D,B73,TLI,Agriculture,N,Y,1/27/2020,2/10/2020,early,6,9.25,,,2,0.925,,,1.4625,2.8,,0.71,0.24,0.017142857,0.03,0.002142857,,,,,,,,,0.017142857,0.002142857,0.019285714,8.000000467
390,W,Mo17,TLI,Agriculture,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
391,D,Mo17,Control,Control,N,Y,1/24/2020,3/4/2020,late,8,9.5,12.5,17,1.333333333,0.730769231,0.625,0.62962963,0.829683048,23.7,8.8,,,,,,,,,,,1.29,,0.222791382,0.005569785,0,0,
392,W,Mo17,HAY,Native,N,Y,1/27/2020,2/10/2020,early,7,18.25,,,2.333333333,1.825,,,2.079166667,1.2,,1.39,0.22,0.015714286,0.08,0.005714286,,,,,,,,,0.015714286,0.005714286,0.021428572,2.749999913
393,D,B73,SVR,Agriculture,O,Y,1/27/2020,3/4/2020,late,6.5,10,17.25,26.5,2.166666667,1,1.014705882,1.104166667,1.321384804,1.5,12.9,,,,,,,,,,,1.25,0.178,0.215883122,0.005834679,0.004810811,0.01064549,1.21282653
394,W,B73,SVR,Agriculture,O,Y,1/27/2020,3/4/2020,late,8,19.75,31.5,37,2.666666667,1.975,1.852941176,1.541666667,2.009068627,12.1,7.3,,,,,,,,,,,0.68,0.193,0.14,0.003783784,0.005216216,0.009,0.725388601
395,D,Mo17,SVR,Agriculture,O,Y,1/27/2020,3/4/2020,late,8,8.25,15.5,21,2.666666667,0.825,0.911764706,0.875,1.319607843,13.9,8.9,,,,,,,,,,,1.25,0.34,0.198,0.005351351,0.009189189,0.014540541,0.582352941
396,W,Mo17,SVR,Agriculture,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
397,D,B73,SVR,Native,O,Y,1/24/2020,3/4/2020,late,9,13,15,25,1.5,1,0.75,0.925925926,1.043981481,1.5,6,,,,,,,,,,,0.72,0.121,0.151,0.003775,0.003025,0.0068,1.247933884
398,W,B73,SVR,Native,O,Y,1/24/2020,3/4/2020,late,12.75,25.5,35.25,36.5,2.125,1.961538462,1.7625,1.351851852,1.800222578,18.2,10.3,,,,,,,,,,,0.67,0.19,0.102,0.00255,0.00475,0.0073,0.536842105
399,D,Mo17,SVR,Native,O,Y,1/27/2020,3/4/2020,late,9,8.75,11,15,3,0.875,0.647058824,0.625,1.286764706,1.2,6.8,,,,,,,,,,,1.1,0.415,,,0.011216216,0.011216216,0
400,W,Mo17,SVR,Native,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
401,D,B73,TLI,Agriculture,O,Y,1/24/2020,3/4/2020,late,9,9,16,23.5,1.5,0.692307692,0.8,0.87037037,0.965669516,40.7,14.1,,,,,,,,,,,0.6,0.105,0.068,0.0017,0.002625,0.004325,0.647619048
402,W,B73,TLI,Agriculture,O,Y,1/27/2020,2/24/2020,middle,9,20.25,34.5,36.25,3,2.025,2.029411765,1.510416667,2.141207108,17.5,5.3,,,,,,1.34,0.235,0.008392857,0.239,0.008535714,,,,0.008392857,0.008535714,0.016928571,0.983263615
403,D,Mo17,TLI,Agriculture,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
404,W,Mo17,TLI,Agriculture,O,Y,1/27/2020,3/4/2020,late,7,19.75,21.5,29.5,2.333333333,1.975,1.264705882,1.229166667,1.700551471,9.9,8.8,,,,,,,,,,,0.59,0.187,0.101896834,0.002753968,0.005054054,0.007808023,0.544902854
405,D,B73,TLI,Native,O,Y,1/24/2020,3/4/2020,late,7.5,8.5,11.25,13.75,1.25,0.653846154,0.5625,0.509259259,0.743901353,2.8,12.8,,,,,,,,,,,1.18,0.217,0.166,0.00415,0.005425,0.009575,0.764976959
406,W,B73,TLI,Native,O,Y,1/24/2020,3/4/2020,late,9.75,22.5,31.75,35,1.625,1.730769231,1.5875,1.296296296,1.559891382,2.2,6.7,,,,,,,,,,,0.73,0.084,0.099,0.002475,0.0021,0.004575,1.178571429
407,D,Mo17,TLI,Native,O,N,1/27/2020,,,6.5,6,7.5,,,,,,,,,,,,,,,,,,,,,,,,0,
408,W,Mo17,TLI,Native,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
409,D,B73,KNZ,Native,O,Y,1/24/2020,2/24/2020,middle,11,18,21,26.25,1.833333333,1.384615385,1.05,0.972222222,1.310042735,21.2,6.7,,,,,,0.8,0.1517,0.004893548,0.104,0.003354839,,,,0.004893548,0.003354839,0.008248387,1.458653605
410,W,B73,KNZ,Native,O,Y,1/24/2020,3/4/2020,late,9.25,21.75,37,37.5,1.541666667,1.673076923,1.85,1.388888889,1.61340812,10.9,7.8,,,,,,,,,,,1.03,0.305,0.133,0.003325,0.007625,0.01095,0.436065574
411,D,Mo17,KNZ,Native,O,Y,1/27/2020,2/24/2020,middle,7.75,10.5,16.75,20.75,2.583333333,1.05,0.985294118,0.864583333,1.370802696,15.6,10,,,,,,0.95,0.235,0.008392857,0.094,0.003357143,,,,0.008392857,0.003357143,0.01175,2.499999851
412,W,Mo17,KNZ,Native,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
413,D,B73,HAY,Native,O,Y,1/24/2020,3/4/2020,late,7.5,8.25,12,16.25,1.25,0.634615385,0.6,0.601851852,0.771616809,2.8,8.9,,,,,,,,,,,1,0.315,0.14,0.0035,0.007875,0.011375,0.444444444
414,W,B73,HAY,Native,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
415,D,Mo17,HAY,Native,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
416,W,Mo17,HAY,Native,O,Y,1/27/2020,3/4/2020,late,3.75,13,24,29.25,1.25,1.3,1.411764706,1.21875,1.295128676,16.6,6.9,,,,,,,,,,,0.83,0.123,0.086,0.002324324,0.003324324,0.005648649,0.699186992
417,D,B73,TLI,Native,O,Y,1/27/2020,2/24/2020,middle,6,9.25,14.75,22.75,2,0.925,0.867647059,0.947916667,1.185140931,3.9,12.2,,,,,,0.85,0.187,0.006678571,0.091,0.00325,,,,0.006678571,0.00325,0.009928571,2.054944923
418,W,B73,TLI,Native,O,Y,1/27/2020,3/4/2020,late,7.5,19.5,32,33,2.5,1.95,1.882352941,1.375,1.926838235,6.6,6.2,,,,,,,,,,,1.75,0.273,0.209,0.005648649,0.007378378,0.013027027,0.765567766
419,D,Mo17,TLI,Native,O,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
420,W,Mo17,Control,Control,O,Y,1/24/2020,2/24/2020,middle,8.75,23.25,35.5,37.25,1.458333333,1.788461538,1.775,1.37962963,1.600356125,26.4,9.5,,,,,,1.36,0.349,0.011258065,0.235,0.007580645,,,,0.011258065,0.007580645,0.01883871,1.485106478
421,D,B73,SVR,Agriculture,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
422,W,B73,SVR,Agriculture,P,Y,1/27/2020,3/4/2020,late,9,20,31,32.5,3,2,1.823529412,1.354166667,2.04442402,2.2,15.3,,,,,,,,,,,1.33,0.298,0.181,0.004891892,0.008054054,0.012945946,0.60738255
423,D,Mo17,SVR,Agriculture,P,Y,1/27/2020,2/24/2020,middle,8,9,17.75,24,2.666666667,0.9,1.044117647,1,1.402696078,3,6.8,,,,,,1.43,0.305,0.010892857,0.107,0.003821429,,,,0.010892857,0.003821429,0.014714286,2.850466933
424,W,Mo17,SVR,Agriculture,P,Y,1/27/2020,2/10/2020,early,4.75,13,,,1.583333333,1.3,,,1.441666667,14,,0.92,0.21,0.015,0.04,0.002857143,,,,,,,,,0.015,0.002857143,0.017857143,5.249999738
425,D,B73,SVR,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
426,W,B73,SVR,Native,P,Y,1/24/2020,2/24/2020,middle,9.25,22.5,36.25,38.25,1.541666667,1.730769231,1.8125,1.416666667,1.625400641,2.9,15.5,,,,,,1.42,0.279,0.009,0.328,0.010580645,,,,0.009,0.010580645,0.019580645,0.850609769
427,D,Mo17,SVR,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
428,W,Mo17,SVR,Native,P,Y,1/27/2020,2/10/2020,early,5.25,15,,,1.75,1.5,,,1.625,2.2,,1.02,0.244596,0.017471143,0.04,0.002857143,,,,,,,,,0.017471143,0.002857143,0.020328286,6.114899744
429,D,B73,TLI,Agriculture,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
430,W,B73,TLI,Agriculture,P,Y,1/24/2020,2/24/2020,middle,10.5,24.75,38,39,1.75,1.903846154,1.9,1.444444444,1.74957265,8.7,10.8,,,,,,1.31,0.362,0.011677419,0.365,0.011774194,,,,0.011677419,0.011774194,0.023451613,0.991780754
431,D,Mo17,TLI,Agriculture,P,Y,1/29/2020,3/4/2020,late,,8.75,13.25,15,,1.09375,0.883333333,0.681818182,0.886300505,1.6,,,,,,,,,,,,0.22,0.044,0.098,0.0028,0.001257143,0.004057143,2.227272727
432,W,Mo17,TLI,Agriculture,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
433,D,B73,TLI,Native,P,Y,1/24/2020,2/24/2020,middle,8.25,16,18.75,29,1.375,1.230769231,0.9375,1.074074074,1.154335826,31.1,5.7,,,,,,1.16,0.219965,0.007095645,0.119,0.00383871,,,,0.007095645,0.00383871,0.010934355,1.848445181
434,W,B73,TLI,Native,P,Y,1/24/2020,3/4/2020,late,7.75,18.25,27.75,29.5,1.291666667,1.403846154,1.3875,1.092592593,1.293901353,17.6,9,,,,,,,,,,,1.15,0.282,0.137,0.003425,0.00705,0.010475,0.485815603
435,D,Mo17,TLI,Native,P,Y,1/29/2020,,,2.75,7.75,13.5,14,2.75,0.96875,0.9,0.636363636,1.313778409,2.6,,,,,,,,,,,,,,,,,0,
436,W,Mo17,TLI,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
437,D,B73,KNZ,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
438,W,B73,KNZ,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
439,D,Mo17,KNZ,Native,P,Y,1/27/2020,2/10/2020,early,8.25,8.25,,,2.75,0.825,,,1.7875,3,,1.13,0.4,0.028571429,0.04,0.002857143,,,,,,,,,0.028571429,0.002857143,0.031428572,9.99999965
440,W,Mo17,KNZ,Native,P,Y,1/27/2020,3/4/2020,late,4.25,17,31.5,35.5,1.416666667,1.7,1.852941176,1.479166667,1.612193627,2.9,9.1,,,,,,,,,,,2.21,0.476,0.38168136,0.010315712,0.012864865,0.023180577,0.801851597
441,D,B73,HAY,Native,P,Y,1/27/2020,3/4/2020,late,7.75,9,16.75,26,2.583333333,0.9,0.985294118,1.083333333,1.387990196,5.7,10.1,,,,,,,,,,,1.18,0.251,0.159,0.004297297,0.006783784,0.011081081,0.633466135
442,W,B73,HAY,Native,P,Y,1/24/2020,2/24/2020,middle,9,21.75,37,37.5,1.5,1.673076923,1.85,1.388888889,1.602991453,17.4,8.2,,,,,,2.1,0.297,0.009580645,0.325,0.010483871,,,,0.009580645,0.010483871,0.020064516,0.913846136
443,D,Mo17,HAY,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
444,W,Mo17,HAY,Native,P,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
445,D,B73,HAY,Native,P,Y,1/27/2020,3/4/2020,late,7.5,12,17.75,27.5,2.5,1.2,1.044117647,1.145833333,1.472487745,13.8,6.5,,,,,,,,,,,0.92,0.257,0.193,0.005216216,0.006945946,0.012162162,0.750972763
446,W,B73,Control,Control,P,Y,1/27/2020,2/10/2020,early,3,6,,,1,0.6,,,0.8,14.5,,1.02,0.2,0.014285714,0.03,0.002142857,,,,,,,,,0.014285714,0.002142857,0.016428571,6.666666978
447,D,Mo17,SVR,Agriculture,P,Y,1/27/2020,3/4/2020,late,5.75,6.25,10.5,19,1.916666667,0.625,0.617647059,0.791666667,0.987745098,5.2,16.6,,,,,,,,,,,0.91,0.177,0.215,0.005810811,0.004783784,0.010594595,1.214689266
448,W,Mo17,SVR,Agriculture,P,Y,1/31/2020,3/4/2020,late,,10,16,17.25,,1.666666667,1.230769231,0.8625,1.253311966,7,13.7,,,,,,,,,,,1.06,0.087,0.13,0.003939394,0.002636364,0.006575758,1.494252874
449,D,B73,SVR,Agriculture,Q,Y,1/24/2020,3/5/2020,late,9.5,18.5,21,26.75,1.583333333,1.423076923,1.05,0.990740741,1.261787749,4.6,12.8,,,,,,,,,,,0.89,0.231,0.153708783,0.003748995,0.005634146,0.009383141,0.665405987
450,W,B73,SVR,Agriculture,Q,Y,1/27/2020,3/5/2020,late,8.25,20,32,33.25,2.75,2,1.882352941,1.385416667,2.004442402,9.8,4.9,,,,,,,,,,,1.37,0.423,0.207,0.005447368,0.011131579,0.016578947,0.489361702
451,D,Mo17,SVR,Agriculture,Q,Y,1/27/2020,2/24/2020,middle,6.75,11,18.75,26.5,2.25,1.1,1.102941176,1.104166667,1.389276961,5.9,5.6,,,,,,1.13,0.219,0.007821429,0.126,0.0045,,,,0.007821429,0.0045,0.012321429,1.738095333
452,W,Mo17,SVR,Agriculture,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
453,D,B73,SVR,Native,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
454,W,B73,SVR,Native,Q,Y,1/24/2020,2/10/2020,early,9.5,20.25,,,1.583333333,1.557692308,,,1.570512821,9.3,,1.69,0.405262,0.023838941,0.12,0.007058824,,,,,,,,,0.023838941,0.007058824,0.030897765,3.377183083
455,D,Mo17,SVR,Native,Q,Y,1/27/2020,2/24/2020,middle,2.5,12.75,19.5,27,0.833333333,1.275,1.147058824,1.125,1.095098039,1.3,11.1,,,,,,1.63,0.224,0.008,0.143,0.005107143,,,,0.008,0.005107143,0.013107143,1.566433523
456,W,Mo17,SVR,Native,Q,Y,1/29/2020,3/5/2020,late,2.75,19.5,34.5,36,2.75,2.4375,2.3,1.636363636,2.280965909,10.2,14.2,,,,,,,,,,,2.4,0.556,0.414495595,0.011513767,0.015444444,0.026958211,0.745495674
457,D,B73,TLI,Agriculture,Q,Y,1/27/2020,2/24/2020,middle,9,13.75,22,29.75,3,1.375,1.294117647,1.239583333,1.727175245,1.8,8.9,,,,,,1.02,0.237,0.008464286,0.149,0.005321429,,,,0.008464286,0.005321429,0.013785715,1.590603952
458,W,B73,TLI,Agriculture,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
459,D,Mo17,TLI,Agriculture,Q,Y,1/27/2020,2/24/2020,middle,7.5,16,24.5,31.75,2.5,1.6,1.441176471,1.322916667,1.716023284,12.1,6.9,,,,,,1.64,0.354,0.012642857,0.19,0.006785714,,,,0.012642857,0.006785714,0.019428571,1.863157952
460,W,Mo17,TLI,Agriculture,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
461,D,B73,TLI,Native,Q,Y,1/24/2020,3/5/2020,late,6.75,20,26,28.5,1.125,1.538461538,1.3,1.055555556,1.254754274,9,10,,,,,,,,,,,1.19,0.248,0.205520732,0.005012701,0.00604878,0.011061481,0.828712631
462,W,B73,TLI,Native,Q,Y,1/27/2020,3/5/2020,late,8,16.75,25,25.5,2.666666667,1.675,1.470588235,1.0625,1.718688725,1.8,6.4,,,,,,,,,,,0.43,0.125,0.083,0.002184211,0.003289474,0.005473684,0.664
463,D,Mo17,TLI,Native,Q,Y,1/27/2020,2/10/2020,early,6.5,6.75,,,2.166666667,0.675,,,1.420833333,17.3,,1.03,0.32,0.022857143,0.02,0.001428571,,,,,,,,,0.022857143,0.001428571,0.024285714,16.0000049
464,W,Mo17,TLI,Native,Q,Y,1/27/2020,2/10/2020,early,5.5,17.75,,,1.833333333,1.775,,,1.804166667,3.3,,1.53,0.366894,0.026206714,0.09,0.006428571,,,,,,,,,0.026206714,0.006428571,0.032635285,4.076600227
465,D,B73,KNZ,Native,Q,Y,1/24/2020,3/5/2020,late,6.25,9,14,14.25,1.041666667,0.692307692,0.7,0.527777778,0.740438034,13.1,17.3,,,,,,,,,,,0.66,0.155,0.12,0.002926829,0.003780488,0.006707317,0.774193548
466,W,B73,KNZ,Native,Q,Y,1/29/2020,2/10/2020,early,4.5,19,,,4.5,2.375,,,3.4375,8.3,,1.94,0.17,0.014166667,0.14,0.011666667,,,,,,,,,0.014166667,0.011666667,0.025833334,1.214285708
467,D,Mo17,KNZ,Native,Q,Y,1/27/2020,3/5/2020,late,4.75,8.5,17.25,23.5,1.583333333,0.85,1.014705882,0.979166667,1.106801471,1.4,4.9,,,,,,,,,,,1.24,0.222,0.214156057,0.005635686,0.005842105,0.011477791,0.964666925
468,W,Mo17,KNZ,Native,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
469,D,B73,HAY,Native,Q,Y,1/27/2020,3/5/2020,late,6.75,7.25,14,24.25,2.25,0.725,0.823529412,1.010416667,1.20223652,3.5,9,,,,,,,,,,,0.98,0.233,0.191,0.005026316,0.006131579,0.011157895,0.819742489
470,W,B73,HAY,Native,Q,Y,1/24/2020,3/5/2020,late,8.5,22,33,34.5,1.416666667,1.692307692,1.65,1.277777778,1.509188034,22.2,10.1,,,,,,,,,,,1.84,0.452,0.277,0.006756098,0.01102439,0.017780488,0.612831858
471,D,Mo17,HAY,Native,Q,Y,1/29/2020,2/24/2020,middle,1,8,15,17,1,1,1,0.772727273,0.943181818,1.5,11.8,,,,,,0.92,0.273,0.0105,0.064,0.002461538,,,,0.0105,0.002461538,0.012961538,4.2656258
472,W,Mo17,HAY,Native,Q,Y,1/31/2020,3/5/2020,late,,5,15,23.25,,0.833333333,1.153846154,1.1625,1.049893162,,8.8,,,,,,,,,,,1.44,0.224,0.19,0.005588235,0.006588235,0.012176471,0.848214286
473,D,B73,KNZ,Native,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
474,W,B73,KNZ,Native,Q,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
475,D,Mo17,Control,Control,Q,Y,1/29/2020,2/10/2020,early,6.25,10.25,,,6.25,1.28125,,,3.765625,21.6,,1.04,0.22,0.018333333,0.03,0.0025,,,,,,,,,0.018333333,0.0025,0.020833333,7.3333332
476,W,Mo17,KNZ,Native,Q,Y,1/27/2020,3/5/2020,late,7.75,21.75,32,35,2.583333333,2.175,1.882352941,1.458333333,2.024754902,15.4,12.1,,,,,,,,,,,2.75,0.545,0.448,0.011789474,0.014342105,0.026131579,0.822018349
477,D,B73,SVR,Agriculture,R,Y,1/24/2020,3/5/2020,late,9.75,17,20,26.5,1.625,1.307692308,1,0.981481481,1.228543447,4.5,7.8,,,,,,,,,,,0.99,0.219,0.292,0.007121951,0.005341463,0.012463415,1.333333333
478,W,B73,SVR,Agriculture,R,Y,1/31/2020,3/5/2020,late,,2,12.25,17.5,,0.333333333,0.942307692,0.875,0.716880342,,8.3,,,,,,,,,,,0.68,0.127,0.208,0.006117647,0.003735294,0.009852941,1.637795276
479,D,Mo17,SVR,Agriculture,R,Y,1/27/2020,3/5/2020,late,6,13.75,21.5,30,2,1.375,1.264705882,1.25,1.472426471,9.7,9.8,,,,,,,,,,,1.7,0.327,0.2936,0.007726316,0.008605263,0.016331579,0.897859327
480,W,Mo17,SVR,Agriculture,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
481,D,B73,SVR,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
482,W,B73,SVR,Native,R,Y,1/24/2020,3/5/2020,late,8.75,20.5,32.25,35,1.458333333,1.576923077,1.6125,1.296296296,1.486013177,4.5,18.4,,,,,,,,,,,1.79,0.57,0.271,0.006609756,0.013902439,0.020512195,0.475438596
483,D,Mo17,SVR,Native,R,Y,1/31/2020,2/10/2020,early,,6.75,,,,1.125,,,1.125,34.9,,0.95,0.25,0.025,0.01,0.001,,,,,,,,,0.025,0.001,0.026,25
484,W,Mo17,SVR,Native,R,Y,1/27/2020,2/10/2020,early,8,22.75,,,2.666666667,2.275,,,2.470833333,20.4,,2.21,0.29,0.020714286,0.16,0.011428571,,,,,,,,,0.020714286,0.011428571,0.032142857,1.812500093
485,D,B73,TLI,Agriculture,R,Y,,3/5/2020,late,,,12,18,,0.166666667,0.923076923,0.9,0.663247863,,7.5,,,,,,,,,,,0.67,0.204,0.127,0.003735294,0.006,0.009735294,0.62254902
486,W,B73,TLI,Agriculture,R,Y,1/24/2020,3/5/2020,late,8.5,23,32.5,34,1.416666667,1.769230769,1.625,1.259259259,1.517539174,1.8,2,,,,,,,,,,,1.96,0.516,0.268,0.006536585,0.012585366,0.019121951,0.519379845
487,D,Mo17,TLI,Agriculture,R,Y,1/27/2020,3/5/2020,late,9.5,11.25,18,21,3.166666667,1.125,1.058823529,0.875,1.556372549,1.5,5,,,,,,,,,,,0.91,0.202,0.196,0.005157895,0.005315789,0.010473684,0.97029703
488,W,Mo17,TLI,Agriculture,R,Y,1/27/2020,3/5/2020,late,5.75,11,16.25,23.5,1.916666667,1.1,0.955882353,0.979166667,1.237928922,18.1,9.3,,,,,,,,,,,1.21,0.201,0.163,0.004289474,0.005289474,0.009578947,0.810945274
489,D,B73,TLI,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
490,W,B73,TLI,Native,R,Y,1/31/2020,3/5/2020,late,,5.75,14.75,20.75,,0.958333333,1.134615385,1.0375,1.043482906,7.1,4.7,,,,,,,,,,,0.57,0.094,0.098442704,0.002895374,0.002764706,0.00566008,1.047262806
491,D,B73,Control,Control,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
492,W,Mo17,TLI,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
493,D,B73,KNZ,Native,R,N,1/31/2020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,
494,W,B73,KNZ,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
495,D,Mo17,KNZ,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
496,W,Mo17,KNZ,Native,R,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
